m,x,y,z,vx,vy,vz,ax,ay,az
2e+30,-2.59543e+11,3.00725e+13,4.82396e+12,168794,176596,173344,5.08555e-08,-6.35349e-05,-1.89471e-05
2e+30,4.41014e+13,4.48018e+13,2.36721e+13,8307.35,7271.11,79098.5,-5.91804e-05,-6.84796e-05,-3.08135e-05
2e+30,-4.88088e+13,4.78371e+13,2.22343e+13,76982.1,82079.7,168782,7.29831e-05,-5.8691e-05,-2.45519e-05
2e+30,9.61759e+12,4.80208e+13,-7.35623e+12,125058,132202,108068,-1.45891e-05,-0.000102603,4.61677e-07
2e+30,1.62758e+13,5.068e+12,4.61751e+13,171611,174629,50418.7,-4.54854e-05,-2.17964e-05,-8.82886e-05
2e+30,3.69839e+13,3.55498e+12,1.45054e+13,177121,171644,180.324,-6.62418e-05,2.90028e-05,-3.58556e-05
2e+30,-4.63454e+13,1.6038e+13,5.76137e+12,80761.2,78292.3,-107709,7.06566e-05,-2.47638e-05,-4.29381e-06
2e+30,4.92131e+13,4.86917e+13,-2.51312e+13,77153.2,78049.9,-173520,-8.21363e-05,-7.8108e-05,4.15561e-05
2e+30,2.55052e+13,2.43311e+13,-5.65435e+12,75962.9,79591.3,-79911.2,-3.59338e-05,-4.16719e-05,5.91382e-06
2e+30,1.76865e+13,1.64257e+13,-1.89367e+13,178201,177343,-175398,-3.17114e-05,-4.34686e-05,4.88959e-05
2e+30,-9.64567e+12,2.90517e+13,-4.38016e+13,225911,134144,146055,-6.70572e-06,-3.68965e-05,6.7124e-05
2e+30,2.3309e+13,1.09048e+13,1.20416e+13,29007.3,177112,122471,-3.99991e-05,-1.05378e-05,-1.87484e-05
2e+30,7.48994e+12,1.78929e+13,4.4324e+13,81912.6,125471,166950,-8.61675e-06,-3.43931e-05,-6.61797e-05
2e+30,2.6517e+13,-1.20106e+13,-5.20772e+11,36066.6,205238,298980,-4.33032e-05,2.7363e-05,-7.94677e-06
2e+30,1.27476e+13,-3.89122e+13,-3.32895e+13,-6.85582e+07,7.96531e+07,8.30915e+06,-2.73477e-05,7.21774e-05,5.05447e-05
2e+30,2.83764e+13,-3.05459e+13,4.31141e+13,-4.74071e+07,4.30555e+07,-4.40192e+06,-4.22891e-05,4.3548e-05,-6.63377e-05
2e+30,-1.01411e+13,-4.20807e+13,9.54212e+11,119568,133298,-158838,3.26542e-05,7.03557e-05,7.68318e-06
2e+30,-4.7128e+13,2.36038e+13,-4.08691e+13,81593.9,119994,-167507,6.83505e-05,-2.44232e-05,4.89699e-05
