m,x,y,z,vx,vy,vz,ax,ay,az
2e+30,-4.98653e+13,-4.98653e+13,-4.98653e+13,3675.27,3675.27,3675.27,5.07238e-05,5.07238e-05,5.07238e-05
2e+30,-4.985e+13,-4.985e+13,-3.87831e+13,4093.01,4093.01,2887.98,5.64949e-05,5.64949e-05,3.99271e-05
2e+30,-4.98449e+13,-4.98449e+13,-2.76964e+13,4234.42,4234.42,2222.79,5.84447e-05,5.84447e-05,3.08077e-05
2e+30,-4.98465e+13,-4.98465e+13,-1.66091e+13,4188.89,4188.89,1574.79,5.78095e-05,5.78095e-05,2.19128e-05
2e+30,-4.98559e+13,-4.98559e+13,-5.52388e+12,3931.14,3931.14,868.195,5.42338e-05,5.42338e-05,1.21867e-05
2e+30,-4.98559e+13,-4.98559e+13,5.52388e+12,3931.14,3931.14,-868.195,5.42338e-05,5.42338e-05,-1.21867e-05
2e+30,-4.98465e+13,-4.98465e+13,1.66091e+13,4188.89,4188.89,-1574.79,5.78095e-05,5.78095e-05,-2.19128e-05
2e+30,-4.98449e+13,-4.98449e+13,2.76964e+13,4234.42,4234.42,-2222.79,5.84447e-05,5.84447e-05,-3.08077e-05
2e+30,-4.985e+13,-4.985e+13,3.87831e+13,4093.01,4093.01,-2887.98,5.64949e-05,5.64949e-05,-3.99271e-05
2e+30,-4.98653e+13,-4.98653e+13,4.98653e+13,3675.27,3675.27,-3675.27,5.07238e-05,5.07238e-05,-5.07238e-05
2e+30,-4.985e+13,-3.87831e+13,-4.985e+13,4093.01,2887.98,4093.01,5.64949e-05,3.99271e-05,5.64949e-05
2e+30,-4.98324e+13,-3.87715e+13,-3.87715e+13,4573.78,3206.12,3206.12,6.312e-05,4.43277e-05,4.43277e-05
2e+30,-4.98265e+13,-3.87674e+13,-2.76877e+13,4735.95,3318.47,2461.18,6.53493e-05,4.58772e-05,3.41106e-05
2e+30,-4.98284e+13,-3.87687e+13,-1.66031e+13,4683.68,3281.95,1738.94,6.46175e-05,4.53656e-05,2.41921e-05
2e+30,-4.98392e+13,-3.87761e+13,-5.52118e+12,4386.75,3080.5,942.162,6.05009e-05,4.25658e-05,1.3221e-05
2e+30,-4.98392e+13,-3.87761e+13,5.52118e+12,4386.75,3080.5,-942.162,6.05009e-05,4.25658e-05,-1.3221e-05
2e+30,-4.98284e+13,-3.87687e+13,1.66031e+13,4683.68,3281.95,-1738.94,6.46175e-05,4.53656e-05,-2.41921e-05
2e+30,-4.98265e+13,-3.87674e+13,2.76877e+13,4735.95,3318.47,-2461.18,6.53493e-05,4.58772e-05,-3.41106e-05
2e+30,-4.98324e+13,-3.87715e+13,3.87715e+13,4573.78,3206.12,-3206.12,6.312e-05,4.43277e-05,-4.43277e-05
2e+30,-4.985e+13,-3.87831e+13,4.985e+13,4093.01,2887.98,-4093.01,5.64949e-05,3.99271e-05,-5.64949e-05
2e+30,-4.98449e+13,-2.76964e+13,-4.98449e+13,4234.42,2222.79,4234.42,5.84447e-05,3.08077e-05,5.84447e-05
2e+30,-4.98265e+13,-2.76877e+13,-3.87674e+13,4735.95,2461.18,3318.47,6.53493e-05,3.41106e-05,4.58772e-05
2e+30,-4.98202e+13,-2.76848e+13,-2.76848e+13,4906.51,2540.51,2540.51,6.76903e-05,3.52059e-05,3.52059e-05
2e+30,-4.98222e+13,-2.76857e+13,-1.66014e+13,4851.4,2514.87,1785.68,6.69179e-05,3.48452e-05,2.48393e-05
2e+30,-4.98336e+13,-2.7691e+13,-5.52067e+12,4539.81,2369.78,956.241,6.26005e-05,3.28224e-05,1.34191e-05
