m,x,y,z,vx,vy,vz,ax,ay,az
251400,-16.8974,-11.472,-16.8378,0,0,0
251400,19.7397,-9.50056,-15.2817,-6.89831e-11,3.46263e-11,4.32992e-11
251400,6.18823,-15.4914,-2.44878,2.6858e-10,-3.65105e-10,1.19937e-10
251400,14.916,0.919153,16.0579,-3.39895e-10,-5.67361e-11,-6.56032e-11
251400,5.58656,12.2032,-15.5032,-9.40269e-12,-7.12011e-11,-1.00824e-10
251400,4.78841,-6.35509,-19.6727,2.55814e-11,-2.73936e-10,2.3914e-10
251400,7.72794,-8.95358,15.901,5.71589e-11,1.41536e-10,1.31599e-11
251400,7.86433,-0.982593,-18.7075,-4.8932e-11,3.15327e-10,-9.96685e-11
251400,17.9061,-9.94991,-5.86756,1.49193e-10,-8.36554e-11,1.76423e-10
251400,17.7792,-5.2237,11.8387,8.20153e-12,-2.25588e-10,7.24415e-11
251400,18.1303,-4.85122,16.9312,-2.30848e-11,3.294e-11,6.16932e-11
251400,8.13733,-6.33099,5.14449,-4.22579e-12,-1.03792e-10,-9.02354e-11
251400,19.9299,8.09153,0.38439,1.88058e-10,-4.35591e-11,2.74857e-11
251400,-11.3447,9.87705,-2.05257,-2.8001e-10,3.94442e-11,4.05314e-10
251400,8.76598,-8.99263,2.31749,-4.58135e-11,8.20929e-11,-6.94446e-11
251400,9.759,-8.95277,-5.48126,6.6554e-11,-1.04132e-10,1.36097e-10
251400,9.83166,-3.04511,11.5129,-3.25509e-11,-5.08033e-11,1.30366e-10
251400,1.90399,-10.5259,-15.9588,6.85296e-11,-6.69359e-11,2.36492e-10
251400,16.1104,-8.91286,17.2947,-1.4392e-10,1.3226e-10,2.02924e-10
251400,5.27274,-0.114447,-3.06905,-7.40362e-12,-4.30765e-12,1.4885e-10
251400,-0.838074,4.57953,15.9721,-1.10031e-10,1.06194e-10,-1.04013e-12
251400,4.7699,-3.00512,19.7959,-1.53674e-11,-1.61879e-11,-4.15846e-11
251400,-3.50596,-18.8132,-8.69671,7.72168e-11,-4.36894e-11,1.55612e-10
251400,9.01841,1.24849,17.5528,4.00769e-11,-1.83913e-10,-2.21068e-10
251400,16.0139,-11.4288,-6.49684,8.66014e-11,-3.91297e-11,-2.85898e-11
251400,0.329898,-8.50509,14.0169,5.78684e-11,2.66363e-10,-1.62684e-12
251400,10.585,11.3155,0.570313,1.40263e-10,2.28358e-10,1.92153e-10
251400,12.0438,-7.57485,-5.0518,-3.23865e-11,1.28225e-10,-3.88103e-11
251400,11.6831,10.974,-18.1773,9.82194e-11,9.49904e-11,-2.90222e-10
251400,-9.24516,-4.19946,-3.44567,-1.34053e-10,-3.17694e-10,-1.22797e-10
251400,7.242,16.312,11.6252,1.76617e-11,-1.05394e-10,-1.2372e-10
251400,-0.109594,-9.57031,9.82086,4.59978e-11,-7.30675e-11,1.22827e-10
251400,5.64714,-3.02458,5.8495,-1.40326e-10,8.94185e-11,1.57138e-10
251400,11.397,-0.150476,-8.57407,1.25009e-11,1.61974e-10,-1.21085e-10
251400,13.1828,10.9337,6.56255,1.21855e-09,-4.02837e-10,5.63561e-10
251400,10.2802,-6.91438,15.0724,-1.09576e-10,-3.69192e-11,5.82286e-11
251400,5.04789,-10.9349,-1.14553,7.21807e-11,8.77137e-11,-6.7174e-11
251400,-12.629,-8.28484,0.438906,8.4585e-11,-7.90852e-11,-1.79084e-10
251400,10.5664,-10.5993,17.5138,-2.10546e-10,2.27155e-10,-4.2595e-10
251400,0.364012,-19.9982,-9.45977,5.3279e-11,1.08546e-11,-6.18044e-11
251400,2.82921,3.4691,14.225,4.53879e-11,-1.37563e-10,-7.64096e-11
251400,9.59145,-10.2477,5.86219,9.01338e-11,-1.18812e-10,-1.91467e-11
251400,14.2903,1.7035,-6.30013,-1.13001e-10,-1.76489e-11,7.33642e-11
251400,5.50558,-15.7101,17.2016,1.38128e-10,-5.23574e-11,-7.55538e-11
251400,13.0456,-3.08559,-10.401,5.93907e-11,3.13584e-11,-3.29683e-11
251400,2.59874,-9.75655,-0.0291664,2.65015e-10,5.10259e-10,-1.25811e-10
251400,-15.4794,7.59948,-19.1847,9.50447e-11,-1.26853e-10,1.08088e-10
251400,-14.2643,0.891088,18.5962,-1.59056e-10,6.20133e-11,7.47939e-11
251400,13.1978,-4.05516,-5.32848,5.44843e-11,1.55064e-11,-1.75893e-10
251400,12.5528,-6.07914,17.6443,-2.1303e-10,-2.05318e-10,4.19023e-10
251400,10.2773,-6.79454,5.0949,-1.49491e-11,-7.45014e-11,8.45953e-11
251400,-1.469,-9.45156,-5.1749,2.38476e-10,1.09198e-12,-2.14271e-11
251400,16.8088,-4.15951,8.48602,-1.04131e-10,-9.91416e-11,1.32668e-10
251400,-0.855937,-8.66584,-12.7768,-7.13993e-11,3.68943e-11,1.19339e-10
251400,15.4481,1.23429,3.60787,3.43616e-11,-1.26363e-10,3.14307e-10
251400,-1.76306,-17.5766,15.8663,-5.36639e-10,3.61185e-10,-7.75723e-11
251400,11.3977,-5.04358,7.64308,-5.55442e-11,-6.84366e-12,-7.3126e-11
251400,-4.23366,-9.20688,-14.5494,5.26403e-10,3.58484e-10,-7.34647e-12
251400,9.96984,-4.44458,11.8717,1.06518e-11,1.97361e-10,-4.69029e-11
251400,14.8339,5.49573,-7.07508,1.08645e-10,-8.06142e-11,6.81575e-11
251400,12.9519,-1.05262,-19.6027,1.57064e-10,1.60056e-10,1.65529e-10
251400,-14.8355,-18.7703,-3.81151,-7.54256e-11,1.64969e-10,5.68509e-11
251400,-4.45944,-8.34116,-7.422,6.43929e-11,8.70763e-11,-8.89639e-11
251400,6.5961,-8.37356,0.0213597,-1.27087e-10,-7.33151e-11,8.59241e-11
251400,8.21061,-2.68781,-17.9717,-2.64756e-11,-4.49224e-11,1.25713e-10
251400,9.37495,-7.00384,18.0076,2.88825e-10,8.3489e-11,1.33252e-10
251400,14.3907,-9.10392,17.8338,-1.89762e-10,2.21298e-10,-1.46373e-10
251400,-5.57749,13.0051,-11.9717,7.40914e-11,-8.78093e-10,-9.54041e-10
251400,-17.6513,15.1793,0.402802,1.10232e-10,2.42328e-10,2.36033e-10
251400,12.1431,12.6531,11.1231,1.02831e-10,-2.18133e-11,-2.12443e-10
251400,-14.9827,18.5953,-15.8406,1.56997e-10,-6.56186e-11,9.29044e-11
