m,x,y,z,vx,vy,vz,ax,ay,az
2e+30,2.51282e+13,-4.37671e+13,3.07273e+13,166162,173051,168648,-3.72457e-05,9.09683e-05,-4.37019e-05
2e+30,4.46305e+13,4.51036e+13,3.51457e+13,-1737.38,-2721.12,72985.4,-6.12128e-05,-6.80339e-05,-3.25941e-05
2e+30,-3.6383e+13,-3.9491e+13,4.72265e+13,86335.7,88292.7,160938,3.5225e-05,5.45564e-05,-6.50273e-05
2e+30,2.82933e+13,-3.16223e+13,9.03047e+12,121435,138415,108153,-3.9862e-05,4.57571e-05,-1.21871e-05
2e+30,4.18876e+13,3.12683e+13,-4.6733e+13,166592,171123,49622.8,-5.76401e-05,-2.85878e-05,8.03541e-05
2e+30,-3.66942e+13,2.93985e+13,1.40772e+13,176941,168616,-4783.22,6.42554e-05,-5.28809e-05,-9.46234e-06
2e+30,-3.34905e+13,2.75427e+13,-1.05795e+13,89131,73676.7,-107417,4.87585e-05,-4.11779e-05,2.36254e-05
2e+30,-3.85287e+13,-3.90961e+13,4.92458e+13,85929.5,84947.4,-164896,5.07933e-05,3.78242e-05,-9.05081e-05
2e+30,3.65467e+13,3.5889e+13,-1.76888e+13,69532.8,72523.8,-78782.5,-7.63447e-05,-0.000105554,1.69629e-05
2e+30,4.4054e+13,4.26658e+13,-4.48331e+13,170019,168875,-167131,-6.28391e-05,-1.78761e-05,0.000103574
2e+30,2.44463e+13,4.87541e+13,-2.12208e+13,224246,124637,152319,-4.35359e-05,-8.94627e-05,2.65763e-05
2e+30,2.70991e+13,3.72752e+13,3.02024e+13,20655.2,169648,116560,-5.53683e-05,-7.98173e-05,-5.74564e-05
2e+30,1.9706e+13,3.64542e+13,-3.02423e+13,78759.7,118755,173476,-4.47355e-05,-7.71145e-05,5.46732e-05
2e+30,3.15494e+13,1.90898e+13,4.43992e+13,30059.5,204468,293269,-3.59463e-05,-4.02106e-05,-7.42822e-05
2e+30,4.67739e+13,4.64713e+12,2.30422e+13,-6.85578e+07,7.96532e+07,8.30905e+06,9.80876e-05,-1.33947e-06,-3.48054e-05
2e+30,-3.95301e+13,-2.05281e+13,-2.2521e+13,-4.74066e+07,4.30557e+07,-4.40252e+06,6.15634e-05,5.17994e-05,3.7416e-05
2e+30,8.06633e+12,-2.1453e+13,-2.29388e+13,120333,139226,-156241,-2.54598e-05,1.39105e-05,7.14475e-05
2e+30,-3.40968e+13,4.13529e+13,3.39155e+13,89609.9,113385,-170707,3.7132e-05,-8.34427e-05,-6.42247e-05
2e+30,-4.15216e+13,-1.88336e+13,-1.51942e+13,133583,103100,-118349,5.37026e-05,3.70961e-05,1.43419e-05
2e+30,-1.56078e+13,-1.9961e+13,1.09471e+13,70909.4,62420.3,-69808.5,3.00591e-05,3.59882e-05,1.87742e-05
2e+30,-4.38406e+13,4.34933e+13,-3.43749e+13,81485.4,157858,92782.8,8.57516e-05,-6.72026e-05,4.18152e-05
2e+30,1.70062e+13,-2.48187e+13,3.23224e+13,76670.5,176390,119454,-2.62944e-05,5.35022e-05,-5.51206e-05
2e+30,1.65316e+13,-3.40288e+12,-4.2174e+12,80466.5,1.01331e+06,1.00988e+06,-2.42573e-05,7.52879e-06,9.38786e-06
2e+30,1.49196e+13,1.98881e+13,2.32647e+13,294898,725323,-77823.9,-5.3152e-06,-2.87e-05,-3.96875e-05
2e+30,4.26166e+13,4.96858e+13,4.32579e+13,165656,8.82839e+06,140633,-4.91202e-05,-0.000130841,-5.67668e-05
2e+30,4.38034e+13,4.75972e+13,-3.50947e+13,169549,8.83109e+06,-141655,-5.05613e-05,-8.41209e-05,3.70702e-05
2e+30,1.87522e+13,3.18109e+13,-3.92239e+13,293745,730987,61026.1,-0.000245002,-0.000139665,5.44067e-05
2e+30,3.32278e+13,-1.55197e+12,2.63654e+12,71679.2,1.01394e+06,-1.01407e+06,-3.91212e-05,7.02879e-06,-1.89447e-06
2e+30,1.61913e+13,-2.55495e+13,-3.54401e+13,79881,175284,-119678,-8.46954e-05,6.76994e-05,0.000168083
2e+30,-3.94576e+13,4.41676e+13,4.12893e+13,82558.5,166708,-81027.7,2.01808e-05,-8.8074e-05,-3.99261e-05
2e+30,8.76166e+12,-9.17202e+12,3.09975e+13,165605,99920.3,123222,-6.05217e-05,2.75042e-05,-0.000134022
2e+30,-3.78084e+13,7.97192e+12,-7.56898e+12,-36342.5,-5499.72,238549,5.40619e-05,-1.40344e-05,1.32215e-05
