m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,0.0263375,0.0400004,-0.000163567,-1.47597e-11,-1.92515e-11,-3.90248e-11,7.10417e-24,-2.69267e-23,-1.45781e-23
1e+08,-0.0413438,-0.0272455,-0.00201823,1.49267e-12,-6.47288e-13,9.02847e-12,-7.30081e-24,2.5016e-24,-6.63353e-24
1e+08,-0.0461544,-0.0277847,-0.0151058,-2.42364e-11,-1.15545e-11,-6.0197e-12,-1.25864e-23,-2.16819e-23,1.42619e-23
1e+08,0.0452775,-0.0086663,0.0481186,3.51037e-12,1.11235e-11,1.94601e-12,-1.72303e-23,-2.28698e-23,7.32532e-24
1e+08,0.0401143,0.00067844,0.0292949,-3.58145e-12,1.8717e-12,-7.66335e-12,2.70464e-23,-2.04787e-23,1.42589e-23
1e+08,0.0450469,0.00497488,0.0443234,1.03067e-11,-1.65746e-11,-1.96027e-11,-1.11377e-23,-1.55515e-23,2.17969e-23
1e+08,-0.0214168,-0.0142732,-0.00250814,-6.58527e-12,9.93427e-13,1.66127e-12,7.70537e-24,1.89152e-23,-2.60417e-23
1e+08,0.0316026,-0.00976338,-0.00566895,8.93653e-12,-9.25458e-13,-9.78209e-13,-3.47935e-23,-1.0215e-23,-1.61368e-23
1e+08,0.0288313,-0.0300039,-0.000471016,3.13805e-13,-1.10473e-11,-6.10693e-13,-1.37874e-23,-1.52537e-23,-1.54502e-23
1e+08,0.00937481,-0.0122355,0.0333736,-6.90677e-12,-6.74717e-12,1.02838e-11,-1.40052e-23,-9.49608e-25,-3.81176e-24
1e+08,0.0211233,0.0205361,-0.0437687,6.58197e-14,-7.7022e-13,7.38234e-12,-1.49047e-23,-3.01868e-23,-1.51143e-23
1e+08,0.0236375,-0.0156915,0.0469165,-7.30834e-12,-3.2137e-12,3.37053e-12,2.68694e-23,1.0216e-23,-2.23811e-23
1e+08,-0.0209141,-0.0426412,-0.0188164,-4.20914e-12,-2.01196e-13,3.1607e-12,-6.8049e-24,2.07378e-23,1.17276e-23
1e+08,0.030322,-0.0108545,-0.03513,9.49296e-12,-7.57222e-12,1.72246e-11,-1.8763e-23,-1.5848e-23,-1.4083e-23
1e+08,0.0325808,0.00444749,0.0144192,1.35521e-11,-9.45759e-12,-1.41182e-11,2.76831e-25,-5.57589e-24,1.98006e-23
1e+08,0.00193912,-0.0467209,-0.0235062,8.74507e-13,-9.89271e-13,-4.3114e-12,1.67491e-23,8.72984e-24,-9.85672e-24
1e+08,0.0463933,-0.0408348,-0.0170909,-7.22211e-12,5.37192e-12,3.37858e-12,1.56379e-23,5.10413e-24,1.24433e-23
1e+08,-0.0285081,0.02693,-0.0407926,2.81915e-13,-1.1709e-11,5.73459e-12,1.88297e-23,1.59701e-24,1.2409e-23
1e+08,0.0244338,0.0243657,0.0145423,2.4615e-11,-3.79398e-12,2.79593e-12,-3.23328e-23,-2.14907e-23,-1.54663e-23
1e+08,-0.0448498,-0.0496881,-0.0480985,-1.70057e-12,-2.11919e-12,1.63108e-12,-4.25476e-24,-9.3048e-24,4.30989e-25
1e+08,-0.0353639,0.0498038,-0.0471521,-1.18353e-12,-9.48231e-12,8.72191e-13,1.03692e-24,-2.48641e-23,-1.02016e-23
1e+08,-0.0477882,0.0243745,-0.000863877,5.42514e-12,-3.21545e-12,6.9266e-12,1.3015e-23,-1.65572e-23,1.36038e-23
1e+08,0.0281254,-0.0274782,0.0378407,-4.05996e-12,-1.16794e-11,-7.32775e-12,2.47728e-23,-2.21253e-23,1.52079e-23
1e+08,0.024717,-0.0338059,0.0489494,1.77179e-11,1.11965e-11,-2.28332e-12,2.16667e-23,-1.20421e-23,-1.3639e-23
1e+08,0.0157892,-0.0243413,-0.0172766,2.46346e-12,-6.11133e-12,2.86812e-12,-2.04337e-23,1.75153e-23,5.02661e-24
1e+08,-0.000700073,0.00960545,0.00761099,-2.02405e-13,-3.44307e-12,-8.90375e-12,-4.72293e-24,-1.45286e-23,7.78613e-24
1e+08,-0.04134,0.000248447,-0.0353924,-1.7e-11,3.8766e-12,1.51081e-12,2.88355e-24,1.16838e-23,-8.57101e-24
1e+08,0.0354142,-0.00410489,0.0254636,-1.29963e-11,1.57527e-11,-6.223e-13,-2.29005e-23,1.2804e-24,-2.09807e-23
1e+08,0.0346154,-0.0290515,0.0436278,2.96921e-12,1.82271e-11,-2.642e-12,-2.17089e-23,9.11659e-24,-1.33733e-23
1e+08,-0.0274597,-0.0411238,0.000452662,2.13934e-12,6.58991e-12,3.31103e-12,-3.06423e-24,2.40444e-23,1.56937e-24
1e+08,0.0257938,-0.0133342,-0.0370688,-1.65991e-11,-3.72487e-11,-7.74563e-12,-2.68749e-23,1.78986e-23,-3.40314e-24
1e+08,-0.0140986,-0.0303073,0.0110005,-3.22334e-12,3.48648e-12,8.17553e-12,9.01779e-24,2.03985e-23,2.63498e-23
1e+08,-0.0279584,-0.0149525,-0.0361246,-1.80374e-12,-4.76662e-12,1.76939e-12,-1.86761e-23,-1.88625e-23,-5.36901e-24
1e+08,-0.000365069,-0.0150026,-0.00639179,1.46937e-11,-1.57592e-12,1.92243e-11,-1.83286e-23,-1.86722e-23,7.43323e-24
1e+08,0.034334,0.0184486,-0.049941,-6.78525e-12,2.72446e-11,-1.04139e-11,-2.7567e-23,2.26669e-23,9.66878e-24
1e+08,-0.0257917,-0.0365662,-0.0316775,2.33878e-11,-1.29161e-11,-1.07312e-10,-1.99287e-23,1.45664e-23,2.64094e-23
1e+08,-0.0292651,-0.0043459,0.00978049,-7.82082e-12,-8.57975e-12,5.58143e-12,-1.34904e-23,1.78394e-23,-2.18762e-23
1e+08,-0.0148079,-0.0339112,-0.020784,-2.39353e-12,5.4091e-12,-5.46102e-12,1.56725e-23,3.45195e-24,2.61869e-23
1e+08,0.0153921,0.0264214,0.0425468,-2.7159e-13,3.20619e-12,1.20057e-11,-1.40629e-23,-1.60148e-23,2.28461e-23
1e+08,0.0172862,0.0103907,-0.0285883,-7.00554e-13,3.73764e-12,-3.47987e-12,-2.06095e-23,6.36342e-24,1.23487e-23
1e+08,0.0430427,0.0417577,0.0147037,2.26998e-12,-3.68677e-12,1.10692e-11,1.34779e-23,2.65205e-23,1.98425e-23
1e+08,-0.0313814,-0.00147374,-0.0365244,2.45811e-12,-5.61775e-12,-3.19801e-12,5.20061e-24,9.27976e-24,2.17944e-23
1e+08,0.0234511,-0.0344026,0.0392017,1.87319e-12,5.12592e-12,-7.31446e-12,1.91339e-23,-3.89441e-24,1.78271e-23
1e+08,0.0369239,0.0212436,0.0249284,-1.11829e-12,6.01819e-13,2.61955e-12,1.51425e-23,-3.67472e-24,-2.26141e-23
1e+08,-0.00551919,-0.0199023,-0.0351189,-4.6839e-12,-5.19518e-12,-7.95947e-12,-2.2725e-23,-2.41416e-23,-6.93759e-24
1e+08,-0.00145911,-0.0246591,0.0345857,2.75084e-12,6.92011e-12,1.29884e-11,-5.24003e-24,2.45314e-23,-1.48027e-23
1e+08,-0.0197514,0.0473155,0.0151073,-3.48761e-11,6.09591e-13,4.26782e-11,1.30618e-23,-1.69181e-23,1.93033e-23
1e+08,0.0193537,-0.046413,-0.0137825,6.29947e-12,-7.37939e-12,8.56102e-12,-1.00426e-23,8.84684e-24,-1.41045e-23
1e+08,-0.0161458,0.00978705,-0.0267004,-1.39903e-11,1.97915e-13,-1.47576e-12,-1.17393e-23,-1.76041e-24,-1.18001e-23
1e+08,0.00397049,0.0430449,0.046891,8.25701e-12,9.94703e-12,4.27077e-12,-2.64778e-23,-1.47653e-23,-4.42209e-24
1e+08,0.0489867,0.0195889,-0.0368231,1.25055e-11,1.70763e-12,2.99809e-12,2.50669e-23,2.27472e-23,1.6226e-23
1e+08,-0.00454517,-0.0492843,0.0478687,1.95143e-11,9.20105e-14,3.78195e-12,1.07468e-23,-3.23216e-23,-1.51022e-23
1e+08,0.0486166,0.0119692,-0.035344,-4.42017e-13,2.82384e-12,-5.29418e-12,1.66132e-23,-1.43824e-23,-2.77448e-23
1e+08,0.0291218,0.00190098,0.0350947,-4.08215e-12,-1.6047e-11,-1.26996e-12,2.33569e-23,-8.47962e-24,1.44869e-23
1e+08,0.0234224,0.0403326,-0.00248726,1.52334e-11,1.56552e-11,-3.15816e-11,-2.06638e-23,-2.59443e-23,3.23134e-24
1e+08,-0.0148263,0.0096086,-0.0168484,-2.23223e-12,8.74481e-12,1.96153e-12,2.79495e-23,-1.63614e-23,-1.23317e-23
1e+08,0.010398,-0.0491229,-0.00539623,9.95195e-13,-5.05851e-12,5.93981e-12,1.1776e-23,-6.47682e-24,-5.23557e-24
1e+08,0.0353237,0.0432002,-0.0034285,-2.05385e-12,-5.35465e-12,2.01461e-12,-5.76589e-25,-6.26828e-24,-1.65078e-23
1e+08,-0.0242177,-0.0123812,-0.0134354,-1.67489e-11,9.79547e-13,8.95526e-12,6.84802e-25,2.14613e-23,-4.66682e-24
1e+08,0.0322298,-0.000257485,-0.0186881,-3.80123e-13,-4.1133e-12,3.40808e-12,-2.87141e-23,-1.87665e-23,1.46499e-23
1e+08,-0.044827,-0.037916,-0.00615056,-6.05188e-12,-8.92675e-12,-2.13893e-12,-2.38869e-23,-2.0835e-23,1.80434e-23
1e+08,-0.0333059,-0.0390902,0.0125941,2.13511e-11,7.58399e-12,-8.36314e-12,4.19158e-24,-1.27094e-23,1.12121e-23
1e+08,-0.0087756,0.0400005,0.0180092,-2.49672e-12,5.6031e-12,-5.11586e-12,2.44358e-23,2.75535e-23,1.36359e-23
1e+08,0.0438836,-0.0215978,-0.0452236,-2.72765e-12,3.40967e-12,-5.10507e-12,-1.66116e-23,1.80972e-23,-1.05307e-23
1e+08,-0.0370291,0.00228167,-0.0111651,-1.76366e-11,9.05863e-12,1.06707e-11,-1.56079e-23,-4.77737e-24,3.07136e-23
1e+08,0.00477763,0.0103869,0.00406008,1.39497e-11,-1.49518e-11,-1.05361e-11,2.2517e-23,9.05102e-24,-2.21216e-23
