m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.00956508,-0.00631667,-0.00547996,7.52822e-13,3.30471e-12,5.08366e-14,1.96588e-23,7.66892e-24,4.36398e-24
1e+08,-0.0086835,-0.00601989,-0.0444741,3.52197e-12,4.48764e-12,-3.66199e-14,2.47556e-23,4.34129e-23,2.80268e-23
1e+08,0.0148508,-0.0230946,-0.00111825,-1.17092e-11,-1.10588e-11,-9.40435e-15,7.08094e-24,-1.27269e-23,1.33977e-25
1e+08,-0.0388406,-0.00920733,-0.0100423,2.39148e-13,-1.82882e-12,1.68816e-12,1.90895e-23,-2.34938e-23,-1.80478e-23
1e+08,0.0363284,-0.00401522,-0.024411,-1.68292e-12,3.0444e-12,-1.82994e-12,3.99958e-24,-6.40335e-25,-1.50287e-23
1e+08,0.0100572,0.0299215,0.0490547,1.11189e-12,4.88235e-12,-8.16226e-13,9.72594e-24,1.8836e-23,1.74469e-23
1e+08,0.0380828,0.0226645,0.031673,-4.8005e-13,-1.65386e-12,-1.33675e-14,3.24808e-23,1.13476e-23,-1.44135e-23
1e+08,0.0100978,-0.009742,0.0117284,2.84983e-13,4.18714e-14,-3.16795e-12,-3.2989e-24,9.53457e-24,-5.8283e-24
1e+08,0.0472342,-0.0186462,0.0273807,-1.4576e-12,3.6173e-13,-3.11763e-12,8.79807e-24,1.98795e-23,-1.77064e-23
1e+08,-0.0228526,0.00638595,-0.00654494,-5.39349e-12,-3.1861e-12,6.55171e-13,-2.65064e-23,-3.5897e-24,1.26191e-23
1e+08,0.00595918,-0.0130709,-0.0261118,5.46712e-13,-2.5732e-12,-8.13948e-14,1.81435e-23,3.41861e-23,1.08421e-24
1e+08,0.0291777,0.0253932,-0.0428093,-1.03225e-12,-1.05228e-12,3.3517e-12,1.6481e-23,1.93234e-23,2.62957e-23
1e+08,-0.0129833,0.0115531,-0.034157,-3.5704e-12,5.78432e-13,7.08329e-13,2.26745e-26,4.16149e-24,-2.05823e-23
1e+08,-0.0278947,-0.0023674,-0.0200771,3.17176e-12,-3.99164e-12,-1.05255e-14,1.84777e-23,-1.79905e-23,1.5268e-23
1e+08,-0.0427473,0.00991786,0.0445463,4.5795e-12,5.16596e-13,-2.74545e-12,-1.02622e-23,1.23231e-23,-1.33549e-23
1e+08,0.0371605,0.0320098,-0.0209406,1.13181e-12,2.41767e-12,2.97408e-12,-5.93041e-24,2.38737e-23,1.02444e-23
