m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.0400136,-0.0461472,-0.0434527,-1.53219e-11,-2.60235e-11,-3.50557e-11,-2.66356e-23,3.82937e-24,2.72013e-23
1e+08,-0.0176752,0.039711,0.0218128,5.01921e-12,8.4719e-13,1.11015e-11,-1.25913e-23,-7.28821e-24,1.80126e-23
1e+08,0.00723677,0.0132947,0.03921,-2.36799e-11,-2.20208e-11,-8.22067e-12,2.03687e-23,-2.41616e-24,1.64993e-24
1e+08,0.0466363,-0.0168894,-0.0431741,5.17077e-12,1.37158e-11,8.01152e-12,7.48938e-24,2.8065e-23,-3.26678e-24
1e+08,0.0469244,-0.00747121,0.00407237,2.02261e-12,4.96093e-12,-6.41882e-12,1.30982e-23,-1.76717e-23,-6.3409e-24
1e+08,0.0327158,0.0398921,-0.0441681,1.70509e-11,-1.40441e-11,-1.94511e-11,3.27518e-24,1.37747e-23,1.78582e-23
1e+08,0.0147869,-0.0485765,-0.0367323,-6.28063e-12,3.81338e-12,3.63268e-12,-9.0974e-24,-1.52418e-23,-2.96232e-23
1e+08,-0.0468823,-0.00363348,-0.0393072,1.16718e-11,-7.9233e-13,3.46206e-12,8.29863e-24,-8.58686e-24,2.99825e-23
1e+08,-0.0394662,-0.0274369,-0.040201,-1.99658e-12,-1.3393e-11,-3.46809e-12,-1.2833e-23,2.54539e-24,1.76028e-23
1e+08,-0.0112284,-0.0414447,0.0115483,-9.09805e-12,-4.8868e-12,1.33564e-11,1.50332e-23,-8.68608e-24,6.69938e-24
1e+08,0.0154647,-0.0314658,-0.0243713,-1.24924e-12,7.01311e-12,-3.99289e-12,1.92115e-23,-1.95589e-23,3.64282e-25
1e+08,0.0447011,-0.0114927,0.010563,-2.80686e-12,-1.87244e-12,7.41136e-12,-1.32161e-23,-2.67019e-23,1.73225e-23
1e+08,-0.00284639,0.0308204,-0.0435761,-1.48922e-11,4.92964e-12,2.36175e-14,1.91005e-23,1.36652e-23,2.77151e-23
1e+08,0.0268294,0.00360454,-0.0111123,9.29491e-12,-1.72762e-11,1.30786e-11,-1.65492e-23,-3.50253e-23,1.51747e-23
1e+08,-0.0190329,0.0162873,0.0150033,8.88561e-12,-2.22401e-12,-9.33084e-12,2.58365e-25,6.22389e-24,-3.74208e-24
1e+08,0.0293382,-0.0117373,0.0478598,-2.85776e-13,-2.51357e-12,-1.86951e-13,-1.93109e-23,1.92182e-23,2.90713e-23
1e+08,-0.0176569,0.0150857,0.0189214,-4.63983e-12,7.21469e-12,1.23342e-12,-1.75123e-23,1.13199e-23,1.14109e-23
1e+08,-0.0341949,-0.0295462,-0.00510091,1.96902e-12,-1.76306e-11,1.02524e-11,-2.3484e-24,-1.54841e-23,1.46072e-23
1e+08,-0.0282684,-0.0443784,0.0167547,2.50717e-11,-3.30702e-12,5.14792e-12,1.39749e-23,2.02591e-23,2.97733e-23
1e+08,-0.0134877,0.0306062,0.0391617,1.60104e-13,3.68297e-12,3.53971e-12,1.26113e-23,-1.58353e-23,-1.60386e-23
1e+08,-0.0348812,0.0483641,0.028799,-2.39101e-12,-3.02204e-12,1.1819e-11,-1.82263e-23,-2.55678e-23,2.08451e-23
1e+08,0.0462471,-0.0242658,0.0144406,8.945e-12,-7.14753e-12,1.1252e-11,2.00909e-23,2.18326e-24,2.24704e-23
1e+08,0.0160944,0.0433829,0.0407951,4.70662e-12,-5.77644e-12,1.60007e-12,1.79533e-23,-1.53447e-23,7.21031e-24
1e+08,-0.0156582,0.0103069,-0.0182266,1.1933e-11,9.89169e-12,-3.54633e-13,-8.95222e-24,4.57223e-24,5.93368e-24
1e+08,0.0149063,0.0146513,0.0497762,-2.33782e-12,-5.62693e-12,6.26669e-12,-3.75242e-23,1.39772e-24,1.19155e-22
1e+08,-0.0153102,-0.0351842,-0.0467687,4.85153e-13,-1.55462e-12,-8.3772e-12,1.89078e-23,-9.03008e-24,-1.25841e-23
1e+08,-0.00255181,0.0275338,-0.0293679,3.22353e-12,3.31962e-11,2.1203e-11,1.22811e-24,6.55177e-24,-7.88189e-25
1e+08,-0.0101913,-0.0387148,0.037663,-1.29142e-11,2.34699e-11,-6.61206e-12,3.7974e-24,-8.72976e-24,-2.62145e-23
1e+08,0.0258599,-0.0168553,0.0241616,8.09936e-12,1.24377e-11,-4.22124e-12,1.44013e-23,1.00216e-23,2.4086e-23
1e+08,0.0204442,0.0164004,-0.0162206,4.21192e-12,6.18175e-12,8.19828e-12,7.67824e-24,-1.10184e-23,-1.30953e-23
1e+08,-0.0279662,-0.048781,0.047395,-1.65713e-11,-3.7957e-11,1.04892e-12,2.91366e-24,-2.86465e-23,-8.52531e-24
1e+08,-0.0293806,-0.0009358,-0.00562663,-4.93076e-12,-3.45069e-12,1.28262e-11,-1.15559e-23,-6.34167e-24,6.68202e-24
1e+08,-0.00836132,-0.0399593,0.00770021,1.13421e-12,3.03155e-12,2.63009e-12,2.57317e-23,1.92166e-23,-1.24665e-23
1e+08,-0.0302915,0.00712708,-0.00538036,1.64894e-11,-5.81916e-12,1.49525e-11,-3.02621e-23,5.28946e-24,-1.34266e-23
1e+08,0.0333495,-0.0485939,-0.0424728,-3.80609e-12,2.83667e-11,-6.1722e-12,2.39656e-23,2.04389e-23,2.3649e-23
1e+08,0.00542596,-0.0363914,-0.00298385,2.66701e-11,-1.88195e-11,-1.14554e-10,1.91659e-23,2.38842e-23,-7.43336e-24
1e+08,0.046091,0.0231894,-0.0445221,-6.22116e-12,-3.05954e-12,8.19563e-12,-2.23032e-23,-1.1e-23,5.05807e-25
1e+08,0.0342761,-0.0467367,0.032976,1.34746e-12,1.01352e-11,-8.44089e-12,5.81202e-24,-1.1338e-23,-1.52979e-26
1e+08,-0.0127818,-0.0134187,-0.0440777,3.19579e-12,6.42256e-13,1.15856e-11,1.19554e-23,1.77786e-23,6.57354e-24
1e+08,0.00870907,0.041768,-0.0415283,-1.34505e-12,4.88869e-13,-1.19453e-11,2.90299e-23,-1.24614e-23,-1.67472e-23
1e+08,-0.0455302,-0.0244029,-0.00123992,-2.55966e-12,-1.15523e-12,1.03737e-11,-2.0412e-23,-1.16116e-23,1.81821e-23
1e+08,-0.0453368,-0.0480824,0.0301508,8.54825e-12,-8.74954e-12,-6.55466e-12,1.0518e-23,-1.68242e-23,-2.20337e-23
1e+08,0.0423455,0.0315335,-0.0484839,-7.32338e-12,6.37569e-12,-2.05891e-11,1.46021e-23,-1.67775e-23,1.21569e-24
1e+08,0.006118,0.025228,-0.0282764,-1.31152e-11,5.26272e-12,1.17993e-11,-1.10761e-23,1.99486e-23,4.64766e-24
1e+08,0.00429226,0.0434608,-0.0033583,-1.19201e-11,-3.52528e-13,-1.50788e-11,1.53637e-23,2.88102e-23,1.46197e-23
1e+08,0.0247372,0.00592782,0.0181086,5.97082e-12,7.40558e-12,1.41688e-11,-2.15575e-23,1.41819e-23,1.65768e-23
1e+08,0.0320828,-0.0324784,0.0194253,-3.255e-11,7.92992e-12,4.62626e-11,2.11181e-23,-9.7536e-24,2.22837e-23
1e+08,-0.0279397,-0.0199392,0.0285321,1.0893e-11,-3.7867e-12,1.36069e-11,-9.59371e-24,-3.98775e-24,8.0945e-24
1e+08,-0.00436143,-0.0291812,-0.0257953,-1.68811e-11,-9.85064e-13,9.29457e-13,-1.53446e-23,1.57767e-24,-2.37332e-23
1e+08,-0.0478353,0.0360902,-0.018089,7.66016e-12,5.80682e-12,2.3339e-13,-6.17553e-24,2.92715e-23,1.46388e-23
1e+08,0.0473799,0.0181706,0.0358096,1.31809e-11,-2.40791e-12,-4.14584e-12,-1.83675e-23,7.29184e-24,2.05113e-23
1e+08,-0.00395081,0.0122935,0.0183847,2.21454e-11,-8.82711e-12,-6.78287e-13,1.56182e-24,4.20503e-24,-1.65479e-23
1e+08,0.00219659,0.0292594,0.0138004,1.61321e-12,1.04204e-12,-1.10079e-11,2.52043e-23,4.06888e-24,1.51549e-23
1e+08,0.025138,-0.0476893,0.0211506,-4.67802e-12,-1.85523e-11,1.94257e-12,1.60627e-23,-2.40798e-23,2.2542e-23
1e+08,0.0296197,-0.00514365,-0.0317867,1.00499e-11,1.65542e-11,-2.93268e-11,-7.19711e-24,1.22072e-23,3.35303e-24
1e+08,0.046772,0.0336492,0.0449008,4.04668e-12,5.2554e-12,9.04017e-12,-1.1214e-23,2.36751e-23,2.40468e-23
1e+08,0.0247685,-0.00446857,-0.0153466,6.53967e-13,-5.55185e-12,1.24531e-11,-6.20716e-26,1.1836e-23,6.7411e-24
1e+08,0.00429234,-0.0245442,0.0271946,-3.32649e-12,-2.48879e-12,4.33716e-13,9.667e-25,2.76353e-23,-7.66919e-24
1e+08,0.0327192,-0.0167628,0.0165676,-7.90758e-12,4.03884e-12,7.4313e-12,1.39415e-23,2.71524e-23,1.20371e-23
1e+08,0.0480711,0.00678034,-0.0366789,2.90258e-12,-2.10856e-12,4.65902e-12,2.93241e-23,1.51233e-23,-1.15087e-23
1e+08,0.0286029,-0.0119542,-0.0411604,-1.3787e-11,-1.42094e-11,-1.78779e-13,2.26416e-23,-2.427e-23,1.9555e-23
1e+08,-0.0122408,-0.0173965,0.0325686,2.15783e-11,8.29546e-12,-7.57523e-12,-3.73916e-24,-1.12005e-23,1.5187e-23
1e+08,-0.0202911,0.00198279,0.0286435,-8.31076e-12,5.14336e-12,-6.82178e-12,-2.55176e-23,-1.68993e-23,-2.4801e-23
1e+08,-0.0100328,-0.00555592,-0.0380579,-3.84455e-12,-4.21172e-12,4.51669e-13,-5.78499e-24,-1.31914e-23,-2.94276e-23
1e+08,-0.0128245,0.000296729,-0.0293537,-1.5808e-11,1.03454e-11,2.21488e-12,6.93718e-24,1.2451e-23,3.68434e-25
1e+08,-0.037198,-0.0386633,-0.0493557,1.04353e-11,-5.57905e-12,-1.03213e-11,-2.00575e-23,-2.46446e-23,1.39625e-23
1e+08,0.0355555,-0.0192102,-0.0254828,2.18619e-12,2.27037e-12,-1.30335e-13,2.10981e-23,-8.61702e-24,1.58684e-23
1e+08,0.0168039,-0.0189657,0.00931933,-7.75148e-12,9.92183e-12,-1.60519e-11,2.31195e-23,1.65456e-23,-1.0225e-23
1e+08,-0.0152503,0.0162805,0.0294734,-9.69344e-12,1.11208e-11,-8.88775e-12,4.90157e-24,2.13019e-23,-9.17694e-24
1e+08,-0.0474983,-0.00757039,0.0393998,1.61458e-11,-2.49167e-11,5.52381e-12,-2.17463e-23,1.20324e-23,2.09367e-23
1e+08,0.0402224,-0.0446884,0.0263141,-1.14555e-11,6.82599e-12,-5.41033e-12,-2.30755e-24,-1.59275e-23,1.57236e-24
1e+08,-0.0315713,0.044019,0.0368793,-6.98278e-12,-4.31428e-13,2.18825e-11,1.04819e-23,2.04579e-23,-2.49309e-23
1e+08,-0.0131558,0.0303155,0.0343312,6.04473e-12,-4.43578e-12,-3.67962e-12,-1.50421e-24,1.32534e-23,2.75261e-23
1e+08,0.0315486,-0.0213309,-0.0335624,6.00543e-12,-1.06059e-11,1.08732e-11,-3.56612e-23,-7.23382e-24,-3.87169e-24
1e+08,-0.0264297,0.0463111,0.0496708,-3.18695e-12,9.54523e-12,8.15519e-12,1.43072e-23,-2.56724e-23,5.88057e-24
1e+08,0.0361428,-0.0214585,0.0212475,-2.52549e-11,6.05269e-12,9.21302e-13,-1.92196e-23,1.52546e-23,3.51827e-24
1e+08,-0.0313161,-0.0487928,-0.0382627,8.86296e-11,5.53205e-13,1.96995e-11,1.70415e-23,-3.48518e-23,-3.21967e-23
1e+08,-0.00389405,-0.0486828,-0.0476513,-2.67325e-11,6.75907e-11,5.04426e-11,-2.62721e-23,-1.32981e-23,2.13282e-23
1e+08,0.0452448,-0.0465718,-0.0173729,2.08646e-12,-1.03581e-11,-3.94515e-12,1.74763e-23,9.72007e-24,-6.28661e-24
1e+08,-0.0428149,0.0112329,0.0322484,2.3837e-12,-1.8218e-11,2.22737e-11,1.10866e-23,1.47115e-23,-1.78803e-23
1e+08,-0.000318802,-0.021206,0.032902,-4.43203e-12,9.37961e-12,-8.40583e-12,-2.00423e-23,1.05918e-23,5.83203e-24
1e+08,0.0373867,-0.0162829,-0.0421112,4.09419e-12,-8.21882e-12,-1.97563e-11,-6.41049e-24,-2.9423e-23,9.4481e-24
1e+08,0.0379792,-0.0489366,-0.0113494,-2.4878e-12,4.75045e-12,9.26643e-12,-9.24027e-24,-8.9943e-25,2.55912e-24
1e+08,-0.0424287,-0.0449399,-0.0407804,9.73726e-12,1.38731e-12,-7.54892e-12,2.46182e-23,-5.50425e-24,1.87442e-24
1e+08,0.0255072,-0.0330137,-0.0383289,2.49686e-12,1.92705e-12,-2.29955e-12,-2.43025e-23,-3.58994e-24,-1.22136e-23
1e+08,0.0157236,-0.0306131,0.00223186,-1.96669e-12,-2.59828e-13,-1.70184e-11,1.08049e-23,1.27192e-23,-2.31744e-23
