m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.0301546,-0.0499325,-0.00312291,-3.01488e-11,-2.75244e-11,-2.71598e-11,-1.19155e-23,-1.13806e-23,2.4643e-23
1e+08,0.0223712,-0.0478062,0.0224563,4.47156e-12,-1.41571e-11,2.80951e-12,9.77739e-24,5.34653e-25,-1.81572e-23
1e+08,-0.00452179,0.00982958,-0.0323856,-2.6308e-11,-2.20518e-11,-9.22382e-12,-1.48524e-23,-4.08132e-24,2.56499e-23
1e+08,0.0303977,0.0439367,0.0218696,-3.52206e-12,1.25959e-11,1.00317e-11,-1.83309e-23,-2.33524e-23,-1.52657e-24
1e+08,0.0376903,-0.043831,-0.00228754,-7.04495e-13,1.24318e-11,-1.04578e-11,2.57378e-23,2.1258e-23,-1.89787e-23
1e+08,0.0237654,-0.00207907,-0.0141796,1.48011e-11,-1.0282e-11,-1.5019e-11,2.74029e-23,-1.18885e-23,2.43921e-23
1e+08,-0.0355966,-0.0115189,-0.00989752,6.64577e-12,-1.03783e-11,-6.39342e-13,2.9993e-23,-1.72896e-23,-1.61823e-23
1e+08,0.0155273,0.00139955,0.0303276,1.17296e-11,1.79108e-12,3.76554e-12,-2.51369e-23,-2.57302e-23,-2.84876e-24
1e+08,-0.0402612,0.0368791,0.0242783,7.03956e-13,-8.1097e-12,1.71738e-12,-2.3202e-23,4.7638e-24,1.92257e-23
1e+08,0.0348364,0.0424313,0.0194333,-7.07138e-12,-3.3894e-12,1.63804e-11,1.98412e-23,-2.42199e-23,1.16212e-24
1e+08,-0.040721,0.026003,0.0286782,-2.28823e-12,7.5576e-12,-3.18573e-12,-1.79858e-23,7.81592e-24,-1.94776e-23
1e+08,0.0301363,-0.0399857,-0.0117649,-1.00871e-11,-1.19317e-13,1.30401e-11,-2.82082e-23,1.99263e-23,1.21183e-23
1e+08,-0.0451674,-0.0118615,-0.0411052,-2.61993e-11,3.67408e-12,8.72221e-13,7.98816e-24,1.57998e-23,-2.30935e-23
