m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,0.0409587,4.54893e-05,-0.0239799,-5.37422e-12,3.30166e-12,6.004e-13,-3.23126e-24,2.23921e-24,2.13569e-23
1e+08,-0.0155563,-0.0343251,-0.0124316,2.33803e-12,-2.43689e-12,-4.27166e-12,-1.03634e-23,-2.80902e-23,-1.19658e-23
1e+08,-0.0306458,-0.0179822,0.00321632,-1.7065e-11,-8.78693e-12,-4.54296e-12,-7.60562e-24,1.87823e-23,-3.17052e-23
1e+08,-0.00163693,0.0128709,0.0479923,-7.54366e-13,2.62476e-12,4.47666e-12,-1.4652e-23,-1.83825e-23,-9.40097e-24
1e+08,0.0410571,-0.0063116,-0.0383599,1.48311e-12,3.78432e-12,-1.10165e-11,5.77379e-24,1.42162e-23,-9.36397e-24
1e+08,0.0149515,-0.0440565,0.0210804,3.81895e-12,4.41304e-13,3.59591e-12,2.83239e-24,-2.14395e-23,-5.02796e-24
1e+08,0.0478995,0.00495209,-0.0488079,1.57944e-12,-8.67741e-13,-2.43997e-12,2.98911e-24,-1.23637e-23,-1.82357e-23
1e+08,0.0200472,0.00949599,-0.0115439,7.03757e-12,2.65856e-13,-5.42789e-12,5.04762e-25,2.91612e-25,1.50701e-23
1e+08,0.00341858,-0.0322828,0.012387,-3.04054e-12,-9.26801e-12,6.71655e-13,-5.35913e-25,1.73263e-23,5.18067e-24
1e+08,0.0260932,-0.00750006,-0.0401028,-7.69794e-12,-8.43607e-12,3.80274e-12,2.06068e-23,2.29662e-23,-2.32709e-23
1e+08,-0.00402253,0.0362552,-0.00685249,-3.43425e-13,-2.00465e-12,7.173e-12,-2.97482e-24,6.97944e-25,1.6321e-23
1e+08,0.0360083,0.0373532,-0.0188254,-6.55691e-12,-7.26395e-13,4.098e-12,-2.11695e-23,1.55151e-23,2.7078e-23
1e+08,-0.045996,0.0074244,-0.0157336,-1.02477e-11,3.13332e-12,3.70962e-12,1.37443e-23,-3.34124e-24,2.42723e-23
1e+08,-0.024786,-0.00376309,0.0311052,8.59531e-12,-9.56142e-12,1.05984e-11,-2.13774e-24,6.78382e-27,9.89417e-25
1e+08,-0.014741,0.0246394,0.0309145,6.72154e-12,-5.33563e-13,-4.64111e-12,1.30044e-23,-2.72344e-23,1.29814e-23
1e+08,-0.00364156,-0.0471477,-0.0306022,1.78076e-12,3.98728e-12,1.39152e-12,-2.69729e-23,-1.71425e-23,-1.40323e-23
1e+08,0.0370917,-0.0461185,0.0217647,-9.4176e-12,-1.37937e-13,5.09137e-13,-1.95076e-23,2.26534e-23,-3.64462e-24
1e+08,-0.0178995,-0.0419889,0.018488,-6.74456e-12,-8.05267e-12,4.18905e-13,2.3823e-24,-6.69325e-24,-1.08524e-24
1e+08,-0.0442291,0.0491901,-0.00756687,7.60721e-13,-3.68273e-12,1.77472e-12,-1.97302e-23,1.67789e-23,-2.3551e-23
1e+08,0.0464837,0.0456493,-0.0149748,1.54158e-12,-2.55928e-12,-7.8052e-13,1.71645e-24,-1.22332e-23,-6.63451e-24
1e+08,0.0379378,0.0349786,-0.0319938,-2.49415e-12,-8.72646e-12,-1.51496e-12,-1.0207e-23,-8.44535e-24,-9.42649e-24
1e+08,0.03317,0.0374115,0.0110346,3.38632e-12,-9.18439e-13,3.96695e-12,-1.55659e-23,2.19977e-23,1.16117e-23
1e+08,-0.0178836,-0.0279645,0.0479774,4.26779e-13,-8.22437e-12,5.08126e-13,1.86507e-23,-1.9024e-23,-2.38075e-23
1e+08,0.0378948,0.00145631,0.0474354,3.11461e-12,7.9674e-12,-1.51654e-12,-1.86898e-23,2.73182e-23,3.56769e-24
1e+08,-0.0432985,0.0453332,0.0219624,-2.81539e-12,-5.75469e-12,3.52979e-12,-2.45715e-23,-1.46666e-23,-8.10678e-24
1e+08,0.00754536,-0.0139265,-0.0480754,-8.85772e-13,-2.60604e-12,-2.65926e-12,-2.46703e-23,2.75777e-23,-2.84729e-23
1e+08,-0.0125458,0.0271224,0.0470426,-7.64695e-12,1.43925e-12,7.0917e-14,-1.58842e-23,1.02344e-23,-3.06018e-23
1e+08,0.0368189,0.0378042,-0.0217634,-2.6565e-12,1.14836e-12,8.58157e-13,-8.66948e-24,-2.03207e-24,2.51054e-23
1e+08,-0.0201704,-0.0160905,0.0392954,5.17022e-12,8.20257e-12,1.67229e-12,-8.94294e-24,-1.50535e-23,8.47174e-24
1e+08,0.0142724,-0.0426706,-0.0309068,4.15127e-12,5.95259e-12,9.2011e-13,9.15097e-24,1.62202e-23,-3.03119e-23
1e+08,0.023972,0.0169605,-0.0194632,-1.84592e-11,-4.00144e-11,-4.63845e-12,3.11131e-24,1.33807e-23,-1.60155e-23
1e+08,0.0266586,-0.017669,0.0195106,-2.26018e-12,-1.92703e-13,2.84724e-12,2.13714e-24,6.73633e-24,-1.64292e-23
1e+08,-0.00935866,0.0232661,-0.0258955,-2.36945e-12,3.74075e-12,1.53433e-12,1.84675e-23,-2.60911e-24,-1.05925e-23
1e+08,0.0474302,2.33376e-05,0.0332387,-6.8019e-12,-2.21227e-12,2.26979e-12,2.18961e-23,1.67888e-23,2.21307e-23
1e+08,-0.0296107,0.0365746,0.0025044,3.13444e-13,-1.00681e-12,-4.91467e-12,2.17257e-23,1.64257e-23,2.56525e-23
1e+08,-0.0322534,0.0300431,0.0333708,3.23973e-11,-1.71899e-11,-9.53912e-11,-2.39943e-23,1.27255e-23,-2.42019e-23
1e+08,0.00847343,0.0119414,0.0060223,-4.14774e-12,-6.72279e-12,4.07281e-12,-2.45183e-23,-1.24533e-23,1.78211e-23
1e+08,-0.032723,0.0319689,0.0356952,2.04348e-12,-2.2522e-13,-1.97787e-12,-2.79628e-25,-1.47017e-23,1.25993e-24
1e+08,-0.0187265,-0.0349301,-0.010274,-3.56515e-12,3.46622e-12,9.92575e-12,4.10652e-24,2.44513e-23,1.14721e-23
1e+08,-0.0102601,0.0125469,-0.0309914,2.03871e-12,4.30588e-12,-3.6903e-12,-1.57071e-23,1.48708e-23,9.39768e-24
1e+08,0.047015,-0.0160209,-0.0381044,6.62409e-13,-6.77705e-13,1.98709e-12,-1.44258e-23,-2.94168e-24,-2.46941e-25
1e+08,0.034209,0.0412416,-0.0269615,1.6721e-12,2.22757e-12,1.19153e-12,1.55657e-23,2.63694e-23,-2.12824e-23
1e+08,0.028417,0.0447297,0.0292085,4.35543e-12,3.46264e-12,-9.68966e-13,8.4295e-24,-1.91988e-23,2.57918e-23
