m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.0419045,-0.0393822,0.0495392,-3.05026e-11,-2.6827e-11,-2.81117e-11,-1.47876e-23,-3.13091e-24,-2.13727e-23
1e+08,0.0380005,0.0435748,0.0186565,4.73097e-12,-1.20269e-11,2.82252e-12,5.88742e-24,-1.29357e-23,-1.48183e-23
1e+08,0.0205258,0.0230641,-0.0439899,-2.59129e-11,-2.18939e-11,-1.20751e-11,-2.16675e-23,-7.30688e-24,-2.2541e-23
1e+08,-0.0220889,0.00543147,0.0104769,-1.42098e-12,1.40663e-11,9.24754e-12,-1.25452e-23,2.31145e-23,-1.11167e-23
1e+08,-0.00843461,-0.0402375,0.0132954,8.28086e-13,1.20919e-11,-1.0553e-11,1.93901e-23,1.23882e-23,-3.16999e-23
1e+08,-0.0420597,-0.0124091,0.0379891,1.47428e-11,-1.04165e-11,-1.40916e-11,6.33921e-24,-1.09443e-23,1.24946e-23
1e+08,-0.0179188,-0.00710599,-0.0186461,6.55647e-12,-1.02674e-11,-9.55811e-13,1.49131e-23,-1.1582e-23,-8.43944e-24
1e+08,-0.0301738,0.0279011,0.020917,1.43453e-11,2.12102e-12,3.86714e-12,-8.32194e-24,1.82142e-23,7.23959e-26
1e+08,0.0328954,0.000246471,0.0318839,8.74254e-13,-8.40702e-12,1.70611e-12,1.18267e-25,2.20271e-23,1.73668e-23
1e+08,-0.0252863,-0.0419501,0.0227635,-1.0725e-11,-5.43926e-12,1.66361e-11,-9.73868e-24,-1.51255e-23,7.83842e-25
1e+08,-0.024079,-0.0187839,0.0379756,-1.80301e-12,4.00371e-12,-2.99719e-12,-1.97895e-23,2.98816e-23,-1.6967e-23
1e+08,0.0198853,-0.0170006,-0.0293522,-1.04552e-11,3.63846e-13,1.29214e-11,-3.04404e-23,1.46915e-23,1.99853e-23
1e+08,-0.0261399,0.0190938,-0.0350276,-2.55792e-11,5.20964e-12,1.68163e-12,2.03111e-23,6.65731e-23,-1.14362e-24
1e+08,0.0380479,-0.00883331,-0.00457228,-1.29134e-11,-2.84069e-11,2.96816e-11,-2.28879e-23,8.0472e-24,2.02392e-23
