m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.0138787,-0.017623,0.0187792,-2.19987e-11,-3.06349e-11,-2.33063e-11,9.67224e-24,-2.90865e-23,2.30802e-23
1e+08,-0.0247725,-0.0471038,0.0105366,4.74246e-12,-7.65742e-12,8.84189e-12,-1.47906e-23,4.89759e-24,-1.42167e-23
1e+08,-0.0194281,-0.0247184,-0.0361297,-2.57226e-11,-2.22594e-11,-7.74448e-12,4.58422e-24,1.27707e-23,-7.40919e-24
1e+08,-0.0192179,-0.0470961,-0.0354803,3.40477e-12,1.34493e-11,1.02887e-11,1.36028e-23,-1.63911e-23,-2.46548e-23
1e+08,0.00067876,-0.00991784,0.0196126,-2.43822e-12,6.04588e-12,-9.40849e-12,1.173e-23,1.0069e-24,-8.05919e-24
1e+08,0.0413972,-0.0228037,-0.0121978,1.63559e-11,-8.40501e-12,-2.3993e-11,-1.18821e-23,-2.60502e-23,-2.7373e-23
1e+08,0.0369773,0.031414,0.000224688,-8.16955e-12,2.24104e-12,5.07524e-12,4.63158e-24,1.84834e-23,-2.00992e-23
1e+08,0.0325981,0.0333956,0.0301341,8.99286e-12,7.88766e-13,3.28552e-12,-2.70172e-23,-5.38565e-24,-1.42615e-23
1e+08,-0.0178873,-0.0155341,-0.0182697,9.8216e-13,-1.29472e-11,-4.73792e-12,3.12104e-23,5.42212e-24,-1.33546e-23
1e+08,-0.00769274,0.0176442,0.0289408,-1.08544e-11,-3.70957e-12,1.7389e-11,-2.00672e-23,-2.12407e-23,1.31021e-23
1e+08,-0.0156277,0.00595259,0.000118176,-1.27655e-13,1.08995e-11,-5.30587e-12,9.02442e-24,1.98206e-23,1.57504e-23
1e+08,-0.0289136,-0.0100473,0.0187741,-9.43674e-13,-3.75073e-12,8.69638e-12,-3.91642e-24,-5.00314e-24,-2.23692e-23
1e+08,-0.0447892,0.00712752,-0.0298113,-1.98363e-11,-1.10961e-12,7.1722e-13,9.44301e-24,-2.24088e-23,-2.64859e-23
1e+08,-0.0292366,0.0272709,-0.0211534,-1.62781e-11,-2.88626e-11,2.94127e-11,8.48186e-24,-2.22236e-23,3.16669e-23
1e+08,0.010246,0.00501592,0.0172448,9.52379e-12,-4.32485e-12,-7.38052e-12,-5.82501e-24,-1.92823e-23,2.92384e-23
1e+08,0.0205229,0.0153855,0.0224451,1.4758e-12,-3.90437e-12,-2.82363e-12,1.36433e-23,-2.43248e-23,-7.97867e-24
1e+08,0.0468279,-0.0300954,0.0211863,-7.81327e-12,6.65154e-12,3.02691e-13,3.92773e-24,2.13799e-23,-6.17815e-24
1e+08,-0.0479276,-0.0466914,-0.00315419,2.7456e-12,-1.78527e-11,9.54053e-12,1.73768e-23,-8.82104e-24,3.4545e-24
1e+08,0.0132412,-0.0178742,0.0494654,2.51932e-11,4.61908e-12,3.80394e-14,-2.56666e-23,-9.09028e-24,-2.31391e-23
1e+08,-0.0348774,-0.0288733,-0.0357931,-7.38861e-12,-1.06124e-12,1.1746e-12,5.71285e-24,-1.0446e-23,-1.35808e-23
1e+08,0.00410852,0.00529097,0.0287354,-6.99416e-13,-6.09374e-12,1.37963e-11,-1.27289e-23,3.51723e-25,4.61361e-24
1e+08,-0.0374444,-0.0154221,-0.0302782,9.95459e-12,-7.40085e-12,1.29335e-11,-2.92865e-23,-7.15677e-24,1.85377e-23
1e+08,0.0178982,-0.0218445,-0.0377221,3.62491e-12,-3.65518e-12,-1.57977e-12,-2.0247e-24,5.10163e-24,-4.71698e-24
1e+08,-0.00191406,-0.0454775,0.0457465,1.32e-11,8.06218e-12,-1.85574e-12,1.03751e-23,1.58103e-24,-1.83893e-25
1e+08,-0.0308834,0.0479789,0.0294841,-2.98866e-12,-5.89757e-12,7.76459e-12,2.07705e-23,-1.90864e-23,1.07608e-23
1e+08,0.0185043,0.0328463,-0.0156193,-5.82737e-12,-9.31891e-12,1.96616e-11,-9.38186e-24,-1.24968e-24,2.42261e-23
1e+08,0.0211262,-0.00799914,0.0342652,3.64822e-12,3.54556e-11,2.12193e-11,-5.20133e-24,3.04545e-23,2.13381e-23
1e+08,0.0123236,0.043711,-0.0404379,-1.14251e-11,2.29098e-11,-5.82487e-12,1.71623e-23,-1.52635e-23,-2.48989e-23
1e+08,0.00110351,0.028371,-0.0106842,8.32171e-12,1.1006e-11,-7.47477e-12,-2.55499e-23,9.32231e-24,-1.20516e-23
1e+08,0.0106447,0.0396414,0.0140767,-3.98252e-12,8.00149e-12,1.04185e-11,-2.47328e-23,6.38851e-24,1.03104e-23
1e+08,0.0285481,-0.0253204,0.04016,-1.23975e-11,-4.01919e-11,8.6445e-12,-1.0296e-23,-2.75028e-23,1.7207e-23
1e+08,-0.019179,0.000827548,-0.0361668,-2.82009e-12,-3.28158e-12,1.26593e-11,1.77108e-23,-8.03585e-24,1.89203e-23
1e+08,-0.0405707,-0.00992198,-0.00912105,-4.49312e-12,5.44113e-13,1.3053e-12,1.87527e-25,1.34565e-23,-2.65809e-23
1e+08,0.0296117,0.0392213,0.00766991,1.35872e-11,-6.26462e-12,1.57831e-11,5.09033e-24,-1.76594e-23,-8.30473e-24
1e+08,-0.0378215,-0.00523838,0.0469901,-1.31359e-12,2.83949e-11,-4.21309e-12,-4.31762e-24,-6.19047e-25,8.48363e-24
1e+08,-0.0412392,-0.0140885,-0.0309581,2.85401e-11,-1.92778e-11,-1.13891e-10,1.63219e-23,2.66975e-24,2.68662e-23
1e+08,-0.0342587,-0.0462901,0.0260686,-6.28421e-12,-8.16889e-12,1.10623e-11,2.2922e-23,-7.33836e-24,1.30158e-23
1e+08,-0.00332289,0.00410381,0.033005,1.99735e-12,8.283e-12,-3.97616e-12,-1.70792e-23,-2.67543e-23,2.43386e-23
1e+08,-0.00428022,-0.00676719,-0.0116668,2.626e-12,1.47761e-13,1.05657e-11,-9.90616e-24,6.91494e-24,2.16971e-23
1e+08,-0.0349404,0.00581693,0.044005,-9.50186e-13,-2.89656e-13,1.01896e-12,3.85658e-24,-5.11609e-24,-4.30854e-24
1e+08,-0.0360365,0.03588,0.0454164,2.10171e-12,2.86564e-12,1.03484e-11,-3.41138e-25,-2.32776e-23,-1.00385e-23
1e+08,0.0444548,0.04072,-0.0145817,4.37336e-12,-3.91883e-12,-7.05792e-12,-3.67753e-24,1.71768e-23,-3.69724e-24
1e+08,-0.0114469,0.0359281,0.0434106,-9.97978e-12,1.17202e-11,-2.02301e-11,-2.11069e-25,1.94418e-23,9.07781e-24
1e+08,-0.0325458,0.0378886,0.0403926,-9.72756e-12,1.62947e-12,1.39095e-11,1.57591e-23,1.37321e-23,6.60144e-24
1e+08,0.0360618,-0.0236949,0.0417161,-1.22348e-11,-1.79443e-14,-1.13038e-11,-1.9692e-23,1.28429e-23,1.35239e-24
