m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,-0.0499222,0.0448057,-0.0155431,-1.77344e-11,-2.07086e-11,-3.68092e-11,-8.2811e-24,4.74958e-24,-2.70799e-23
1e+08,-0.0373417,0.000616805,-0.0483168,-2.0329e-12,1.4897e-12,9.11241e-12,-2.0329e-23,3.52903e-23,1.65228e-23
1e+08,0.0134244,-0.0332785,-0.0221232,-1.7749e-11,-8.6697e-12,-5.88373e-12,1.46348e-23,-2.92068e-23,1.87443e-23
1e+08,-0.038616,-0.0399201,0.0179104,1.02394e-12,7.75696e-12,1.56051e-12,-1.80912e-23,-1.42994e-23,2.02379e-23
1e+08,0.0401032,0.00866605,0.016532,-1.30658e-12,2.89719e-12,-9.97595e-12,1.11825e-23,-1.18383e-23,-1.77326e-23
1e+08,-0.0328201,-0.0426125,-0.00862734,9.12289e-12,-1.30467e-11,-2.32996e-11,1.40537e-23,1.70766e-23,-1.51367e-23
1e+08,0.0379023,-0.00094566,0.00148065,-1.68893e-12,2.0811e-13,1.40691e-12,6.76636e-24,3.2032e-24,2.23747e-23
1e+08,0.0116762,0.0329945,-0.0385949,9.51539e-12,-9.41163e-14,-1.21133e-12,-4.99741e-24,-1.68722e-23,-1.26589e-24
1e+08,-0.00606143,0.017416,-0.0464661,-2.30715e-12,-9.62327e-12,3.30649e-12,1.7418e-23,-9.91522e-24,-3.20878e-23
1e+08,0.010733,-0.0146641,0.0307096,-4.42246e-12,-8.64568e-12,5.21956e-12,3.08055e-23,1.92255e-23,1.59953e-23
1e+08,-0.0403452,0.0467862,-0.023353,-1.97568e-12,-3.68008e-12,9.52224e-12,-1.3724e-23,1.9075e-23,1.29403e-23
1e+08,0.0407873,-0.0157351,-0.0434923,-7.58704e-12,9.5069e-13,3.6541e-12,1.05753e-23,2.37943e-23,-2.14099e-23
1e+08,-0.0172345,-0.0439381,0.0205789,-4.71449e-12,1.33643e-12,4.16059e-12,-1.50445e-23,-9.85543e-24,3.97613e-24
1e+08,-0.0247477,0.0046317,-0.0286837,9.17597e-12,-8.87675e-12,1.73067e-11,9.19562e-24,1.05183e-23,-1.67654e-23
1e+08,0.0123453,-0.0321746,0.0409011,1.18516e-11,-4.33495e-12,-1.37238e-11,5.74655e-24,-1.29471e-23,-3.2569e-23
1e+08,-0.017495,0.0320745,-0.0297062,-3.32458e-13,3.08409e-12,-3.34329e-12,7.16304e-24,-1.74726e-23,1.21586e-23
1e+08,0.00971473,0.0092242,0.0308965,-6.13069e-12,-1.72768e-12,-9.74639e-13,-1.82394e-24,1.9074e-23,1.92448e-23
1e+08,-0.0153315,0.0416433,0.0258125,-5.86465e-12,-3.42043e-12,1.61356e-12,1.41691e-23,-3.07205e-23,1.22311e-23
