m,x,y,z,vx,vy,vz,ax,ay,az
1e+08,0.0432784,-0.0118792,0.0102851,-4.65846e-12,3.43117e-12,1.10209e-12,9.42894e-24,1.21746e-23,1.36774e-23
1e+08,-1.18746e-05,-0.00442898,0.00279348,2.87454e-12,3.44196e-12,-4.87577e-13,-6.13071e-24,8.33104e-24,-1.12739e-23
1e+08,-0.0417564,0.0111002,0.0484135,-1.58915e-11,-1.05532e-11,-4.48743e-12,2.07286e-23,-2.59955e-23,5.70499e-24
1e+08,0.0102578,0.0149324,-0.0173983,-3.90193e-13,2.5932e-12,4.73282e-12,-1.43975e-23,-2.22357e-23,-2.04708e-23
1e+08,0.0292981,0.0104481,0.0168024,-2.84095e-13,3.42744e-12,-1.04674e-11,-1.27203e-23,-3.69056e-25,-2.23507e-23
1e+08,0.00567189,0.028152,0.0160569,1.54258e-12,2.31838e-12,3.48969e-12,2.11101e-23,2.16974e-23,-3.92983e-24
1e+08,0.0109249,-0.0347964,0.0443794,-9.42577e-13,-1.13781e-12,-3.76103e-12,-1.74432e-23,2.55057e-24,1.6289e-23
1e+08,0.0296946,0.000491438,-0.0466795,6.42182e-12,3.36366e-13,-3.20867e-12,-1.02685e-23,1.02549e-24,2.59069e-23
1e+08,-0.0184539,-0.0259767,-0.0104236,-2.59114e-12,-8.79937e-12,-9.07872e-13,1.75451e-23,2.8549e-23,-9.76355e-24
1e+08,0.0396531,-0.00177346,-0.00107567,-7.20674e-12,-7.60399e-12,5.52952e-12,2.33114e-23,-2.43371e-23,-1.84504e-23
1e+08,0.0436453,-0.0347134,0.00704948,2.9029e-12,-1.25268e-12,6.94738e-12,2.76119e-23,-3.61068e-24,4.34484e-24
1e+08,0.012171,-0.0310514,-0.0487808,-6.45165e-12,-9.76348e-13,2.16801e-12,-6.33279e-24,2.01381e-24,9.40218e-24
1e+08,0.0155125,-0.00527458,-0.0496086,-8.27049e-12,2.88397e-12,4.09368e-12,1.28014e-23,-1.89803e-24,-1.37175e-23
1e+08,-0.028112,0.00559244,-0.0253182,9.8598e-12,-9.53742e-12,1.12321e-11,2.14406e-23,-9.32461e-25,-1.12414e-23
1e+08,-0.0162732,0.0343688,0.00639152,6.5003e-12,-3.23518e-13,-4.44982e-12,1.34268e-23,-2.396e-23,-2.80404e-23
1e+08,0.0100863,-0.0404729,-0.0383758,5.28523e-13,1.96962e-12,2.1325e-12,6.3449e-24,4.29206e-24,-2.20343e-24
1e+08,0.0224851,0.033888,0.0217378,-9.84875e-12,-2.22123e-12,6.2727e-13,-1.39002e-23,-2.78208e-24,-1.70018e-25
1e+08,-0.0144241,0.0278589,0.00301609,-6.90913e-12,-1.0157e-11,3.39803e-13,-2.58576e-24,-2.20818e-23,3.53945e-24
1e+08,-0.0418616,0.010842,-0.00430091,1.78727e-12,-3.67438e-12,2.16913e-12,-8.45087e-25,-1.21683e-23,-1.43874e-23
1e+08,0.0296666,-0.0256465,-0.0311948,-1.90059e-14,-5.24318e-12,2.99759e-13,-1.66669e-23,-2.31864e-23,2.23937e-23
1e+08,-0.0363834,0.0319803,-0.0444315,-4.12058e-12,-7.16107e-12,-2.08425e-12,7.18473e-24,2.53872e-23,-1.24797e-23
1e+08,0.0414834,-0.00592486,0.00234758,4.82811e-12,-1.2495e-13,-1.04365e-12,7.39622e-24,4.44469e-24,-1.88779e-23
1e+08,-0.0165268,-0.0233763,-0.00120571,-1.45938e-13,-8.02985e-12,-1.32577e-12,1.02839e-23,-1.62551e-23,-2.01506e-23
1e+08,0.0175944,0.0298156,-0.0239271,2.60904e-12,7.88078e-12,-1.301e-12,-1.84295e-24,1.95191e-23,-4.11407e-23
1e+08,0.0406161,0.043349,-0.00629327,-1.40081e-12,-6.26436e-12,3.01626e-12,8.39776e-24,-2.13299e-23,6.22335e-26
1e+08,0.0477071,0.0257933,-0.0354936,1.31092e-13,-3.84924e-12,-2.71477e-12,-1.68584e-23,-2.02569e-23,2.28692e-23
